['bicycle', 514.5, 238.0, 39.0, 29.0, 500, 375, 3, 1]
['bicycle', 282.0, 336.5, 138.0, 151.0, 500, 375, 3, 0]
['car', 57.5, 228.0, 112.0, 177.0, 500, 375, 3, 0]
['car', 104.0, 260.5, 205.0, 107.0, 500, 375, 3, 0]
['car', 266.0, 247.0, 106.0, 65.0, 500, 375, 3, 0]
['car', 348.5, 240.0, 70.0, 54.0, 500, 375, 3, 0]
['car', 416.0, 214.5, 94.0, 36.0, 500, 375, 3, 1]
['car', 613.5, 200.5, 39.0, 20.0, 500, 375, 3, 0]
['person', 473.0, 254.5, 31.0, 149.0, 500, 375, 3, 0]
['person', 424.0, 271.5, 71.0, 183.0, 500, 375, 3, 0]
