['person', 451.0, 329.5, 59.0, 173.0, 500, 375, 3, 0]
['person', 356.0, 394.5, 37.0, 126.0, 500, 375, 3, 1]
['person', 584.0, 355.0, 31.0, 110.0, 500, 375, 3, 0]
['person', 617.0, 315.5, 40.0, 136.0, 500, 375, 3, 0]
['person', 656.5, 331.5, 29.0, 123.0, 500, 375, 3, 0]
['person', 201.5, 260.5, 43.0, 122.0, 500, 375, 3, 0]
['person', 264.0, 345.0, 54.0, 153.0, 500, 375, 3, 1]
['horse', 178.5, 352.5, 225.0, 180.0, 500, 375, 3, 0]
['horse', 540.5, 320.5, 58.0, 125.0, 500, 375, 3, 0]
['car', 650.5, 263.5, 29.0, 17.0, 500, 375, 3, 0]
['car', 593.5, 262.0, 26.0, 20.0, 500, 375, 3, 0]
['car', 544.5, 266.5, 27.0, 17.0, 500, 375, 3, 0]
['car', 497.0, 260.5, 37.0, 20.0, 500, 375, 3, 0]
['car', 504.5, 248.0, 28.0, 13.0, 500, 375, 3, 1]
['car', 415.0, 252.0, 38.0, 15.0, 500, 375, 3, 0]
