['boat', 108.5, 257.5, 148.0, 203.0, 500, 375, 3, 0]
['boat', 418.0, 274.5, 134.0, 222.0, 500, 375, 3, 0]
['boat', 428.0, 109.0, 160.0, 41.0, 500, 375, 3, 0]
['person', 542.5, 92.5, 20.0, 38.0, 500, 375, 3, 0]
['boat', 21.0, 239.5, 39.0, 74.0, 500, 375, 3, 0]
['boat', 711.0, 247.0, 39.0, 134.0, 500, 375, 3, 0]
['person', 707.5, 190.0, 23.0, 26.0, 500, 375, 3, 0]
['boat', 609.5, 300.0, 115.0, 240.0, 500, 375, 3, 0]
['person', 572.0, 321.0, 46.0, 66.0, 500, 375, 3, 0]
['person', 682.5, 339.0, 48.0, 63.0, 500, 375, 3, 0]
['person', 670.0, 257.5, 35.0, 50.0, 500, 375, 3, 0]
['person', 679.5, 295.5, 39.0, 48.0, 500, 375, 3, 0]
['person', 566.5, 293.0, 41.0, 49.0, 500, 375, 3, 0]
['person', 560.5, 274.0, 32.0, 44.0, 500, 375, 3, 0]
