['sheep', 115.5, 551.0, 117.0, 79.0, 375, 500, 3, 0]
['sheep', 173.0, 486.0, 55.0, 33.0, 375, 500, 3, 0]
['sheep', 325.5, 464.5, 48.0, 32.0, 375, 500, 3, 0]
['sheep', 421.5, 458.0, 42.0, 40.0, 375, 500, 3, 0]
['sheep', 488.5, 439.5, 53.0, 33.0, 375, 500, 3, 0]
['sheep', 391.0, 450.0, 38.0, 27.0, 375, 500, 3, 0]
['sheep', 360.0, 450.5, 15.0, 22.0, 375, 500, 3, 0]
['sheep', 420.5, 406.5, 16.0, 9.0, 375, 500, 3, 0]
['sheep', 213.5, 435.5, 7.0, 10.0, 375, 500, 3, 0]
['sheep', 18.5, 471.0, 13.0, 9.0, 375, 500, 3, 0]
['sheep', 274.0, 436.5, 14.0, 6.0, 375, 500, 3, 0]
['sheep', 297.5, 421.0, 10.0, 11.0, 375, 500, 3, 0]
['sheep', 326.0, 419.5, 16.0, 11.0, 375, 500, 3, 0]
['sheep', 248.0, 417.5, 13.0, 10.0, 375, 500, 3, 0]
['sheep', 175.0, 429.5, 8.0, 10.0, 375, 500, 3, 0]
['sheep', 90.5, 434.5, 10.0, 8.0, 375, 500, 3, 0]
