['person', 364.0, 397.5, 35.0, 45.0, 500, 375, 3, 0]
['person', 369.5, 439.0, 40.0, 77.0, 500, 375, 3, 0]
['chair', 421.0, 451.0, 26.0, 47.0, 500, 375, 3, 0]
['person', 81.5, 381.0, 16.0, 42.0, 500, 375, 3, 0]
['person', 102.5, 384.0, 13.0, 33.0, 500, 375, 3, 0]
['pottedplant', 81.5, 435.0, 22.0, 42.0, 500, 375, 3, 0]
['pottedplant', 35.5, 458.0, 26.0, 52.0, 500, 375, 3, 0]
['motorbike', 152.5, 435.0, 95.0, 60.0, 500, 375, 3, 0]
['pottedplant', 274.0, 519.0, 77.0, 42.0, 500, 375, 3, 0]
['pottedplant', 658.0, 509.5, 62.0, 53.0, 500, 375, 3, 0]
['boat', 274.0, 239.5, 476.0, 236.0, 500, 375, 3, 0]
