['diningtable', 249.0, 452.5, 318.0, 110.0, 500, 375, 3, 0]
['chair', 611.0, 419.5, 88.0, 143.0, 500, 375, 3, 0]
['person', 363.5, 172.0, 157.0, 152.0, 500, 375, 3, 0]
['person', 418.0, 292.0, 131.0, 122.0, 500, 375, 3, 0]
['person', 250.0, 295.0, 110.0, 101.0, 500, 375, 3, 0]
['person', 96.0, 325.0, 102.0, 134.0, 500, 375, 3, 0]
['person', 76.5, 405.5, 150.0, 157.0, 500, 375, 3, 1]
['diningtable', 687.0, 386.0, 63.0, 130.0, 500, 375, 3, 1]
['bottle', 731.0, 321.0, 10.0, 33.0, 500, 375, 3, 1]
['bottle', 306.5, 388.0, 16.0, 38.0, 500, 375, 3, 0]
['person', 571.5, 346.5, 96.0, 216.0, 500, 375, 3, 0]
['person', 611.0, 269.0, 52.0, 76.0, 500, 375, 3, 1]
['person', 469.0, 214.5, 41.0, 78.0, 500, 375, 3, 0]
['person', 257.5, 210.5, 38.0, 55.0, 500, 375, 3, 1]
['person', 220.5, 208.5, 39.0, 105.0, 500, 375, 3, 0]
['person', 27.0, 225.0, 51.0, 99.0, 500, 375, 3, 1]
['bottle', 278.0, 367.0, 16.0, 29.0, 500, 375, 3, 0]
