['bicycle', 188.0, 354.5, 211.0, 130.0, 500, 375, 3, 0]
['car', 504.0, 335.5, 48.0, 26.0, 500, 375, 3, 0]
['car', 573.0, 335.0, 36.0, 25.0, 500, 375, 3, 0]
['car', 398.5, 336.0, 41.0, 30.0, 500, 375, 3, 0]
['car', 36.5, 333.5, 70.0, 37.0, 500, 375, 3, 0]
['car', 64.5, 338.0, 81.0, 34.0, 500, 375, 3, 0]
['person', 193.0, 274.5, 98.0, 213.0, 500, 375, 3, 0]
['person', 407.0, 342.0, 13.0, 33.0, 500, 375, 3, 1]
['person', 702.0, 334.0, 12.0, 41.0, 500, 375, 3, 1]
['person', 690.5, 338.0, 13.0, 37.0, 500, 375, 3, 1]
['person', 676.0, 328.5, 11.0, 27.0, 500, 375, 3, 1]
['car', 464.5, 332.0, 23.0, 16.0, 500, 375, 3, 0]
