['person', 220.0, 236.5, 227.0, 263.0, 500, 333, 3, 0]
['person', 606.0, 135.5, 33.0, 91.0, 500, 333, 3, 0]
['person', 520.5, 147.0, 18.0, 51.0, 500, 333, 3, 0]
['person', 487.5, 148.0, 15.0, 47.0, 500, 333, 3, 0]
['person', 471.0, 147.5, 15.0, 46.0, 500, 333, 3, 0]
['person', 538.5, 150.0, 9.0, 36.0, 500, 333, 3, 1]
['person', 447.5, 155.0, 13.0, 55.0, 500, 333, 3, 1]
['person', 428.0, 160.5, 16.0, 54.0, 500, 333, 3, 1]
['person', 585.0, 142.0, 12.0, 53.0, 500, 333, 3, 1]
['person', 576.0, 139.5, 12.0, 48.0, 500, 333, 3, 1]
['person', 556.0, 139.5, 11.0, 42.0, 500, 333, 3, 1]
