['car', 17.5, 140.5, 32.0, 23.0, 500, 430, 3, 0]
['car', 105.0, 171.0, 207.0, 96.0, 500, 430, 3, 0]
['car', 276.5, 118.0, 22.0, 20.0, 500, 430, 3, 0]
['car', 286.0, 121.0, 23.0, 29.0, 500, 430, 3, 0]
['car', 326.0, 119.0, 37.0, 28.0, 500, 430, 3, 0]
['car', 422.0, 93.0, 79.0, 45.0, 500, 430, 3, 0]
['car', 611.0, 108.0, 139.0, 54.0, 500, 430, 3, 0]
['person', 352.0, 191.0, 71.0, 289.0, 500, 430, 3, 0]
['motorbike', 133.5, 263.0, 234.0, 265.0, 500, 430, 3, 0]
['motorbike', 451.0, 271.5, 239.0, 321.0, 500, 430, 3, 0]
