['car', 106.0, 382.5, 38.0, 30.0, 480, 360, 3, 0]
['person', 226.0, 375.5, 17.0, 34.0, 480, 360, 3, 0]
['person', 254.5, 377.5, 14.0, 32.0, 480, 360, 3, 0]
['person', 523.0, 399.5, 14.0, 25.0, 480, 360, 3, 0]
['person', 421.0, 398.5, 8.0, 20.0, 480, 360, 3, 1]
['person', 432.5, 401.5, 7.0, 17.0, 480, 360, 3, 1]
['car', 134.0, 376.5, 19.0, 21.0, 480, 360, 3, 0]
['car', 151.5, 379.0, 9.0, 8.0, 480, 360, 3, 1]
['car', 166.5, 376.0, 9.0, 8.0, 480, 360, 3, 1]
['person', 191.5, 377.0, 2.0, 7.0, 480, 360, 3, 1]
['person', 196.5, 378.0, 3.0, 6.0, 480, 360, 3, 1]
['car', 186.0, 377.5, 6.0, 5.0, 480, 360, 3, 1]
