['bicycle', 655.0, 245.5, 86.0, 62.0, 500, 333, 3, 0]
['bicycle', 500.0, 252.5, 103.0, 61.0, 500, 333, 3, 0]
['bicycle', 350.0, 251.0, 85.0, 73.0, 500, 333, 3, 0]
['bicycle', 172.5, 258.0, 75.0, 51.0, 500, 333, 3, 1]
['bicycle', 183.5, 278.5, 82.0, 65.0, 500, 333, 3, 1]
['bicycle', 280.5, 340.0, 114.0, 89.0, 500, 333, 3, 0]
['bicycle', 119.5, 313.5, 53.0, 72.0, 500, 333, 3, 0]
['person', 549.5, 266.0, 46.0, 67.0, 500, 333, 3, 0]
['person', 468.5, 271.0, 52.0, 65.0, 500, 333, 3, 0]
['person', 243.5, 208.5, 46.0, 126.0, 500, 333, 3, 0]
['person', 256.0, 272.0, 71.0, 157.0, 500, 333, 3, 0]
['person', 95.5, 175.5, 14.0, 24.0, 500, 333, 3, 1]
['person', 40.5, 187.0, 21.0, 44.0, 500, 333, 3, 0]
['person', 16.5, 228.0, 30.0, 153.0, 500, 333, 3, 0]
['bicycle', 178.0, 278.5, 71.0, 62.0, 500, 333, 3, 1]
['bicycle', 114.0, 279.5, 39.0, 61.0, 500, 333, 3, 1]
['bicycle', 115.5, 310.0, 51.0, 77.0, 500, 333, 3, 1]
['person', 42.5, 165.5, 16.0, 25.0, 500, 333, 3, 1]
['person', 6.0, 163.5, 9.0, 24.0, 500, 333, 3, 1]
