['tvmonitor', 31.0, 244.0, 20.0, 26.0, 500, 375, 3, 0]
['tvmonitor', 96.0, 241.0, 27.0, 26.0, 500, 375, 3, 0]
['chair', 109.0, 302.0, 47.0, 64.0, 500, 375, 3, 0]
['chair', 192.0, 288.5, 42.0, 55.0, 500, 375, 3, 0]
['person', 172.0, 233.5, 23.0, 35.0, 500, 375, 3, 0]
['person', 190.0, 243.0, 41.0, 51.0, 500, 375, 3, 0]
['person', 277.0, 241.5, 50.0, 36.0, 500, 375, 3, 0]
['person', 279.5, 288.0, 55.0, 99.0, 500, 375, 3, 0]
['chair', 271.5, 334.5, 54.0, 84.0, 500, 375, 3, 0]
['tvmonitor', 415.5, 259.0, 33.0, 29.0, 500, 375, 3, 0]
['tvmonitor', 375.5, 253.0, 16.0, 32.0, 500, 375, 3, 0]
['tvmonitor', 531.0, 257.5, 39.0, 35.0, 500, 375, 3, 0]
['person', 541.5, 305.5, 72.0, 122.0, 500, 375, 3, 0]
['chair', 578.0, 359.0, 76.0, 118.0, 500, 375, 3, 0]
['person', 647.0, 287.5, 67.0, 122.0, 500, 375, 3, 0]
['chair', 685.5, 330.5, 54.0, 85.0, 500, 375, 3, 0]
['person', 572.5, 227.5, 23.0, 26.0, 500, 375, 3, 0]
['person', 100.0, 262.0, 29.0, 74.0, 500, 375, 3, 0]
