['person', 531.0, 370.5, 108.0, 192.0, 500, 375, 3, 0]
['person', 430.5, 381.5, 72.0, 181.0, 500, 375, 3, 0]
['person', 511.0, 314.0, 41.0, 58.0, 500, 375, 3, 1]
['person', 474.0, 226.0, 75.0, 65.0, 500, 375, 3, 0]
['person', 380.0, 213.5, 73.0, 142.0, 500, 375, 3, 0]
['person', 345.0, 326.5, 66.0, 149.0, 500, 375, 3, 0]
['person', 269.5, 346.0, 80.0, 134.0, 500, 375, 3, 0]
['person', 126.5, 331.0, 79.0, 149.0, 500, 375, 3, 0]
['person', 183.0, 318.0, 51.0, 141.0, 500, 375, 3, 1]
['person', 230.0, 296.5, 46.0, 80.0, 500, 375, 3, 0]
['person', 38.0, 347.0, 67.0, 193.0, 500, 375, 3, 0]
['person', 17.0, 345.5, 31.0, 190.0, 500, 375, 3, 1]
['person', 113.5, 235.0, 14.0, 14.0, 500, 375, 3, 1]
['person', 229.5, 235.5, 36.0, 27.0, 500, 375, 3, 1]
